ID,Sampling day,Season,Species code,Incub. Container,Vol. pre-filtered water (L),# indiv.,Incub. Start time (24h),Incub. End time (24h),Time elapsed (min),Incub. Temperature,Group dry mass (g),Ind. wet.dry mass (g),Ind. dry mass (g),Notes,SRP (ug/L),P excretion (ug),P excretion rate (ug/h/ind),NH4 (ug/L),N excretion (ug),N excretion rate (ug/h/ind),TDP (ug/L),P excretion 2 (ug),P excretion rate 2 (ug/h/ind),TDN (ug/L),N excretion 2 (ug),N excretion rate 2 (ug/h/ind),%C tissue,%N tissue,%P tissue,C:N,C:P,N:P,d13C,d15N,pH,Specfic Conductance ( µS),Conductivity ( µS),TDP (ug/L),TDN (ug/L),NO3 (ug/L),Chlorophyll-a (ug/L),K (ug/L),Ca (ug/L),V (ug/L),Mn (ug/L),Fe (ug/L),Cu (ug/L),Zn (ug/L),Sr (ug/L),Mo (ug/L),Ba (ug/L),DOC (mg/L),A254,A280,A350,A440,S275to295,S350to400,SR,BA,FI,HIX,HIX.ohno,PeakA,PeakB,PeakC,PeakD,PeakE,PeakM,PeakN,PeakP,PeakT,C1,C2,C3,C4,C5,C6,C7,C.SUM,C1.PER,C2.PER,C3.PER,C4.PER,C5.PER,C6.PER,C7.PER
100,SD1,S,WP,4L WP,3,1,20.10,20.40,30,26.7,NA,190,47.5,± 5g for the weight due to the wind,133.35915,375.795105,751.59021,552.551,1585.91565,3171.8313,185.899164,532.2383393,1064.476679,1284.544587,3268.929975,6537.85995,,,NA,,NA,NA,-23.46392457,13.6533783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,SD1,S,WP,4L WP,3,1,20.15,20.45,30,26.7,NA,150,37.5,± 5g for the weight due to the wind,68.97756,182.650335,365.30067,422.564,1195.95465,2391.9093,97.6844745,267.5942708,535.1885415,1026.447926,2494.639993,4989.279986,,,NA,4.954766002,NA,NA,-23.57995314,13.2516865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,SD1,S,WP,4L WP,3,1,20.17,20.48,31,26.7,NA,166,41.5,± 5g for the weight due to the wind. Fish upside down after incubation,52.46946,133.126035,257.6632935,403.9194,1140.02085,2206.491968,90.181491,245.0853203,474.3586844,827.112088,1896.632479,3670.901573,,,NA,,NA,NA,-24.82197815,13.55605458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SD1,S,WP,4L WP,3,1,20.18,20.49,31,26.7,NA,104,26,± 5g for the weight due to the wind,80.92628,218.496495,422.8964419,357.1766,999.79245,1935.082161,100.816788,276.9912113,536.1120218,613.795509,1256.682742,2432.289179,,,NA,4.749969539,NA,NA,-24.04874522,12.74130587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,SD1,S,WP,4L WP,2,1,20.20,20.51,31,26.7,NA,90,22.5,± 5g for the weight due to the wind,123.29707,230.40591,445.9469226,422.3014,796.7779,1542.150774,129.8817435,242.7907185,469.9175197,772.2917531,1154.780983,2235.059967,,,NA,3.291802308,NA,NA,-23.19993806,13.32790164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,SD1,S,WP,4L WP,2,1,20.22,20.52,30,26.7,NA,57,14.25,± 5g for the weight due to the wind,93.11083,170.03343,340.06686,356.3888,664.9527,1329.9054,104.3861685,191.7995685,383.599137,608.9623494,828.1221756,1656.244351,,,NA,3.473640973,NA,NA,-23.75030165,12.46836497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,SD2,S,YB,4L WP,5,1,10.20,10.42,22,26,NA,636,159,± 5g for the weight due to the wind,112.76333,523.346075,1427.307477,590.8906,2834.89075,7731.520227,129.0076095,602.6061263,1643.471253,1292.19972,5486.492291,14963.16079,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,SD2,S,GF,4L WP,5,1,10.22,10.43,21,26,NA,605,151.25,± 5g for the weight due to the wind,72.75084,323.283625,923.6675,761.5806,3688.34075,10538.11643,108.246927,498.8027138,1425.150611,1304.536919,5548.178285,15851.93796,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,SD2,S,GF,4L WP,5,1,10.23,10.44,21,26,NA,927,231.75,± 5g for the weight due to the wind,194.91078,934.083325,2668.8095,711.6866,3438.87075,9825.345,479.4571215,2354.853686,6728.153389,2634.004761,12195.5175,34844.3357,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,SD2,S,GF,4L WP,5,1,10.26,10.46,20,26,NA,633,158.25,± 5g for the weight due to the wind,100.10712,460.065025,1380.195075,659.1666,3176.27075,9528.81225,145.106244,683.0992988,2049.297896,1132.708597,4689.036679,14067.11004,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,SD2,S,YB,4L WP,4,1,10.28,10.58,30,26,NA,341,85.25,± 5g for the weight due to the wind,39.18437,124.36102,248.72204,563.3176,2157.6206,4315.2412,61.8449805,213.434385,426.86877,866.9042476,2688.011944,5376.023888,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,SD2,S,YB,4L WP,5,1,10.30,11.00,30,26,NA,582,145.5,± 5g for the weight due to the wind,128.32811,601.169975,1202.33995,768.1456,3721.16575,7442.3315,195.514638,935.1412688,1870.282538,1245.466914,5252.828262,10505.65652,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,SD2,S,YB,4L WP,5,1,10.33,11.03,30,26,NA,444,111,± 5g for the weight due to the wind. Fish removed from the bag after 20min then out back for another 10min (took it out sooner than was supposed to),49.6395,207.726925,415.45385,1116.0906,5460.89075,10921.7815,77.943615,347.2861538,694.5723075,1439.775661,6224.371996,12448.74399,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,SD2,S,YB,4L WP,5,1,10.36,11.06,30,26,NA,483,120.75,± 5g for the weight due to the wind,40.44213,161.740075,323.48015,283.1234,1296.05475,2592.1095,115.3128435,534.1322963,1068.264593,639.6462831,2223.725107,4447.450215,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,SD2,S,YB,4L WP,5,1,10.38,11.08,30,26,NA,504,126,± 5g for the weight due to the wind,19.68909,57.974875,115.94975,1175.9634,5760.25475,11520.5095,62.354892,269.3425388,538.6850775,1195.393206,5002.459721,10004.91944,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SD2,S,LB,4L WP,5,1,11.19,11.49,30,26,NA,557,139.25,± 5g for the weight due to the wind,197.81935,948.626175,1897.25235,833.533,4048.10275,8096.2055,266.465181,1289.893984,2579.787968,1768.925667,7870.122029,15740.24406,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,SD2,S,LB,4L WP,5,1,11.21,11.51,30,26,NA,392,98,± 5g for the weight due to the wind,58.2866,250.962425,501.92485,729.806,3529.46775,7058.9355,100.52541,460.1951288,920.3902575,1015.585903,4103.423209,8206.846418,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,SD2,S,YB,4L WP,5,1,11.24,11.54,30,26,NA,673,168.25,± 5g for the weight due to the wind. Fish double bagged because spikes pierce holes in the first bag to make sure no water is leaking outside the bags,53.96305,229.344675,458.68935,405.495,1907.91275,3815.8255,79.935714,357.2466488,714.4932975,685.6579608,2453.783496,4907.566992,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,SD2,S,YB,4L WP,5,1,11.26,11.56,30,26,NA,408,102,± 5g for the weight due to the wind. Fish double bagged because spikes pierce holes in the first bag to make sure no water is leaking outside the bags,65.99038,289.481325,578.96265,496.3546,2362.21075,4724.4215,115.531377,535.2249638,1070.449928,802.9160627,3040.074005,6080.148011,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,SD2,S,WE,4L WP,6,1,11.29,11.59,30,26,NA,723,180.75,± 5g for the weight due to the wind,230.28528,1333.14699,2666.29398,424.00152,2400.53442,4801.06884,373.2132015,2188.360904,4376.721807,1048.22549,5119.945372,10239.89074,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,SD2,S,LB,4L WP,6,1,11.32,12.02,30,26,NA,726,181.5,± 5g for the weight due to the wind,63.0032,329.45451,658.90902,766.53,4455.7053,8911.4106,92.0026035,501.0973155,1002.194631,1207.095841,6073.167479,12146.33496,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,SD2,S,GF,4L WP,6,1,11.34,12.04,30,26,NA,1070,267.5,± 5g for the weight due to the wind,163.85983,934.59429,1869.18858,724.10436,4201.15146,8402.30292,201.487887,1158.009017,2316.018033,1110.019487,5490.709353,10981.41871,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,SD2,S,CTL1,4L WP,5,0,11.40,12.10,30,26,NA,NA,NA,± 5g for the weight due to the wind,7.03288,-5.306175,NA,19.07398,-24.19235,NA,7.0659165,-7.10233875,NA,194.9012616,0,NA,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,SD2,S,CTL2,4L WP,4,0,11.43,12.10,27,26,NA,NA,NA,± 5g for the weight due to the wind,9.15535,4.24494,NA,28.75092,19.35388,NA,9.906852,5.681871,NA,248.2192966,213.27214,NA,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,SD3,S,WP,4L WP,2,1,12.25,13.04,39,25,NA,40,10,"± 5g for the weight due to the wind. Fish was upside down during the incubation due to bag floating in the water and not leaving enough water for the fish to stand. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",117.55854,225.21765,346.4886923,761.06412,1491.92496,2295.269169,149.185536,288.9008445,444.4628377,1224.123525,2237.090194,3441.677222,,,NA,3.349524801,NA,NA,-23.99557239,12.90011838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,SD3,S,QM,0.5L WP,0.3,10,12.34,13.42,68,25,0.0469,0.00469,0.00469,"± 5g for the weight due to the wind.For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",17.72384,3.8322375,0.338138603,60.65064,13.6647,1.205708824,25.5684195,6.249991725,0.551469858,355.7733014,75.05846202,6.622805473,47.41657726,10.93176059,1.333496227,5.060423677,91.8583961,18.15231332,-25.89124169,9.176795153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,SD3,S,QM,0.5L WP,0.3,10,12.39,14.08,89,25,0.0504,0.0504,0.0504,"± 5g for the weight due to the wind.For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",14.81527,2.9596665,0.199528079,64.03428,14.679792,0.989648899,21.9261945,5.157324225,0.347684779,293.1214316,56.26290107,3.793004566,46.66773926,10.92412919,1.373168117,4.984101169,87.79575127,17.615573,-25.71436521,9.305903626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,SD3,S,QM,0.5L WP,0.3,10,12.47,14.15,88,25,0.0481,0.0481,0.0481,"± 5g for the weight due to the wind. 1 mussel looking dead as shell broken up. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",12.6928,2.3229255,0.158381284,55.44504,12.10302,0.825205909,9.178407,1.332987975,0.090885544,219.5728812,34.19833595,2.331704724,43.39079031,10.2791689,1.297009076,4.925980006,86.42412532,17.54884933,-25.33933701,9.525791494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,SD3,S,CTL3,0.5L WP,0.3,0,12.47,13.47,90,25,NA,NA,NA,"± 5g for the weight due to the wind.For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",4.98902,0.0117915,NA,15.88248,0.234252,NA,6.9202275,0.655534125,NA,-36.53897234,-42.63522011,NA,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,SD3,S,YP,4L WP,3,1,12.56,13.32,36,25,NA,48,12,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",18.82438,41.623995,69.373325,657.99324,1928.6748,3214.458,50.0546115,135.9584933,226.5974888,674.0025544,1705.272379,2842.120632,,,NA,3.335746602,NA,NA,-23.61450862,13.14121446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,SD3,S,CTL4,4L WP,2,0,12.56,12.56,30,25,NA,NA,NA,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",4.91041,-0.07861,NA,14.3208,-1.56168,NA,-2.4038685,-14.2779645,NA,105.578428,0,NA,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,SD4,S,WP,1L WP,0.5,1,11.01,11.34,33,23.3,NA,41,10.25,"± 5g for the weight due to the wind. Fish upside down in the bag. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",323.35952,158.5760225,288.3200409,1042.4268,508.52205,924.5855455,644.356539,1277.057516,2321.922755,3538.919241,1689.146667,3071.175758,,,NA,3.271540778,NA,NA,-23.98360796,12.33139493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,SD4,S,WP,1L WP,0.7,1,11.03,11.36,33,23.3,NA,56,14,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",225.01841,153.1676545,278.4866445,889.12188,604.617426,1099.304411,441.0912615,217.6317401,395.694073,2023.746403,1304.184347,2371.244267,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,SD4,S,GS,4L WP,6,1,11.08,11.38,30,23.3,NA,524,131,"± 5g for the weight due to the wind. Fish upside down in the bag. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",143.26401,822.33921,1644.67842,627.80076,3614.50836,7229.01672,319.722339,219.7261904,439.4523809,1433.551471,7637.553382,15275.10676,,,NA,3.175945595,NA,NA,-23.48037986,11.50440961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,SD4,S,GS,4L WP,6,1,11.12,11.46,34,23.3,NA,614,153.5,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",316.59906,1862.34951,3286.499135,508.59252,2899.25892,5116.339271,585.332139,3477.026147,6135.928494,1992.813138,10993.12338,19399.62949,,,NA,3.390813557,NA,NA,-24.30874549,10.85945626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,SD4,S,GS,4L WP,5,1,11.16,11.49,33,23.3,NA,216,54,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",135.08857,644.405475,1171.646318,338.62968,1566.2349,2847.699818,310.130874,1825.818557,3319.670103,1171.546251,5054.601716,9190.184938,,,NA,3.155374264,NA,NA,-23.58380244,12.32543919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,SD4,S,GS,4L WP,4,1,11.18,11.50,32,23.3,NA,154,38.5,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",168.96948,651.04802,1220.715038,378.45252,1412.27928,2648.02365,377.271129,1857.216739,3482.281385,1042.030018,3525.616442,6610.530828,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,SD4,S,WP,1L WP,0.5,1,11.27,11.57,30,23.3,NA,41,10.25,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",253.63245,123.7124875,247.424975,749.35152,361.98441,723.96882,586.807749,2323.919871,4647.839742,2859.535183,1349.454638,2698.909276,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,SD4,S,WP,4L WP,3,2,11.21,11.51,30,23.3,NA,149,37.25,"± 5g for the weight due to the wind. Fish upside down in the bag. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",109.93337,311.177685,311.177685,580.69008,1665.92214,1665.92214,279.880869,137.0265439,137.0265439,1200.466749,3119.522523,3119.522523,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,SD4,S,WE,4L WP,2,2,11.23,11.54,31,23.3,NA,50,12.5,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",53.25556,94.09617,91.06080968,184.54392,318.32244,308.0539742,64.3216935,175.4817368,169.8210356,203.4691183,85.68642118,82.92234308,,,NA,4.840205834,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,SD4,S,QM,0.5L WP,0.2,6,11.42,13.40,118,23.3,0.0746,0.012433333,0.012433333,"± 5g for the weight due to the wind + group includes one big mussel. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",11.35643,1.029791,0.087270424,93.7062,13.6647,1.158025424,0.8012895,-10.0529835,-0.851947754,211.8956164,10.25394173,0.868978113,46.45659432,10.50678997,1.422656205,5.158505841,84.35830681,16.35323758,-24.11955674,7.072730503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,SD4,S,CTL5,0.5L WP,0.2,0,11.54,13.25,91,23.3,NA,NA,NA,"± 5g for the weight due to the wind. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",6.63983,0.086471,NA,22.91004,-0.494532,NA,9.1055625,0.65555625,NA,162.2939592,0.333610298,NA,,,NA,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,SD4,S,QM,0.5L WP,0.2,5,11.55,13.34,99,23.3,0.0477,0.00954,0.00954,"± 5g for the weight due to the wind + group includes one big mussel. For all values under detection limit (negative value), divide instrument detection limit by 2 (=lowest standard used for standard curve)",12.06392,1.171289,0.141974424,88.76088,12.675636,1.536440727,8.3771175,0.50986725,0.061802091,310.6520312,30.00522469,3.636996932,45.64230903,11.00170615,1.152525546,4.840205834,102.3051495,21.13698984,-23.65066719,6.687422403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
